,Artist,User,LIKE_ARTIST,Edgy,Thoughtful,Youthful,Current,Stylish,Beautiful,Fun,Authentic,Credible,Cool,Catchy,Passionate,Timeless,Original,Talented,Distinctive,Approachable,Trendsetter,Upbeat,Energetic,None of these,Sexy,Dated,Warm
6348,22,9259,30.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
6349,17,7989,48.0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6350,22,9266,30.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
6351,41,20407,68.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0.0,0
6352,17,7610,68.0,0,0,1.0,1,0,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6353,17,7609,67.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,1,0,0,0.0,0
6354,17,8007,31.0,0,0,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6355,17,8008,42.0,0,0,0.0,1,0,0,0,1,0,0,1.0,0,0,0,0,1,1,0,1.0,0,0,1,0.0,0
6356,33,16267,50.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
6357,31,12762,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6358,43,20531,68.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,1
6359,17,8151,84.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6360,7,4583,100.0,0,0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6361,38,14505,49.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6362,17,7623,72.0,1,0,0.0,1,1,0,1,1,1,1,1.0,0,1,1,1,1,1,0,1.0,1,0,1,0.0,0
6363,41,19772,69.0,0,0,0.0,0,0,0,0,0,0,1,1.0,0,1,1,0,1,0,0,0.0,1,0,0,0.0,0
6364,43,20532,46.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6365,33,12142,24.0,0,0,0.0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6366,43,20538,31.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
6367,17,7619,65.0,0,0,1.0,1,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0.0,1,0,1,0.0,0
6368,17,8025,40.0,0,0,1.0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,1,0,0.0,1,0,0,0.0,0
6369,43,20568,68.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6370,17,7596,69.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6371,43,20592,51.0,0,0,0.0,0,0,1,0,0,0,1,1.0,0,1,0,1,0,1,0,0.0,0,0,0,0.0,1
6372,17,8023,32.0,0,0,0.0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6373,31,12755,65.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6374,33,12152,50.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6375,41,20471,26.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6376,43,20582,53.0,0,0,0.0,0,1,0,1,1,1,0,1.0,1,1,0,0,0,1,1,0.0,0,0,0,0.0,0
6377,17,8022,25.0,0,0,0.0,1,0,0,1,0,0,1,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
6378,43,20571,40.0,0,0,0.0,1,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6379,22,15241,80.0,0,0,,0,1,0,0,0,0,1,,0,1,1,1,1,0,0,,0,0,0,,0
6380,14,13552,75.0,0,0,0.0,0,1,0,0,1,0,1,0.0,1,1,1,1,1,0,0,1.0,0,0,1,0.0,0
6381,44,20548,71.0,0,0,0.0,1,1,1,0,0,0,0,1.0,0,0,0,1,0,0,0,1.0,0,0,0,0.0,1
6382,31,12877,67.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6383,1,77,52.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
6384,4,526,49.0,0,0,1.0,0,0,0,1,0,0,1,1.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
6385,4,1371,91.0,0,0,0.0,0,0,1,0,1,0,0,1.0,0,1,1,1,1,0,0,0.0,0,0,0,0.0,0
6386,22,15239,85.0,1,1,,0,1,1,0,1,0,0,,1,1,1,1,1,0,0,,0,0,0,,0
6387,4,2023,100.0,0,0,0.0,0,0,1,1,0,0,1,1.0,0,0,1,1,0,0,0,0.0,1,0,0,0.0,0
6388,44,20552,50.0,0,0,0.0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,1,0,0.0,0,0,0,0.0,0
6389,44,20535,72.0,0,0,0.0,0,0,1,0,1,0,1,0.0,1,1,1,0,0,0,0,0.0,0,0,0,0.0,0
6390,44,20555,50.0,0,0,0.0,1,0,0,0,0,1,0,0.0,0,0,1,1,1,1,0,0.0,0,0,0,0.0,0
6391,22,9240,31.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
6392,17,8347,89.0,0,0,0.0,0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
6393,14,13565,51.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6394,44,20528,68.0,0,1,0.0,0,1,0,1,1,0,0,1.0,0,0,1,0,0,1,0,0.0,0,0,0,0.0,0
6395,44,20544,48.0,0,1,0.0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,1
6396,44,20551,39.0,0,0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,1
6397,4,505,61.0,0,0,0.0,0,0,0,0,1,0,1,1.0,0,1,1,0,0,1,0,0.0,0,0,0,0.0,0
6398,4,510,47.0,0,0,0.0,0,0,0,1,0,1,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
6399,44,20606,53.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0.0,0,0,1,0.0,0
6400,44,20588,59.0,1,1,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0.0,1,0,0,0.0,0
6401,45,21938,52.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
6402,44,20602,35.0,0,0,0.0,0,0,0,0,0,0,1,0.0,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
6403,44,20578,69.0,0,1,0.0,0,0,0,0,1,0,1,1.0,0,0,1,1,0,1,0,0.0,0,0,0,0.0,0
6404,4,513,31.0,0,0,1.0,0,0,0,1,0,0,0,1.0,0,1,0,1,0,1,0,1.0,0,0,0,1.0,0
6405,4,188,93.0,0,0,0.0,0,1,0,1,1,1,1,0.0,0,1,1,1,1,1,1,0.0,1,0,0,0.0,0
6406,44,20587,51.0,0,0,0.0,1,0,0,1,0,0,0,0.0,0,0,0,1,0,1,0,0.0,0,0,0,0.0,0
6407,4,1398,94.0,1,1,0.0,0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1.0,1,0,0,0.0,1
6408,45,21928,51.0,0,1,0.0,0,0,0,0,0,0,1,0.0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,1
6409,45,21956,29.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
6410,45,21944,48.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6411,11,5340,87.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6412,14,13256,50.0,1,0,0.0,0,0,0,0,0,0,0,0.0,1,0,1,1,1,0,0,0.0,0,0,1,0.0,0
6413,19,8875,86.78,0,1,0.0,1,0,1,1,0,0,1,1.0,1,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6414,44,20564,70.0,0,0,0.0,0,0,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0.0,1,0,0,0.0,1
6415,20,9026,30.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6416,14,13560,40.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6417,45,21941,53.0,0,1,0.0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6418,43,20941,66.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6419,45,21973,28.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6420,4,502,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
6421,4,499,31.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0
6422,45,21951,46.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0.0,0,0,0,0.0,0
6423,45,21580,39.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6424,45,21573,67.0,0,0,0.0,0,1,1,0,1,0,0,0.0,0,1,0,0,1,0,0,0.0,0,0,0,0.0,0
6425,43,20947,47.0,0,0,0.0,1,0,0,0,1,0,0,0.0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0
6426,22,15268,90.0,0,0,,0,0,1,0,1,0,0,,1,0,1,0,0,0,0,,0,0,0,,0
6427,4,491,33.0,0,1,0.0,0,0,1,0,0,1,0,0.0,0,0,0,1,0,1,0,0.0,0,0,0,0.0,0
6428,4,487,33.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0.0,0,0,0,0.0,0
6429,43,20946,53.0,0,1,0.0,0,1,0,0,1,0,1,0.0,0,0,1,1,1,0,0,0.0,0,0,0,0.0,1
6430,17,8291,66.0,0,0,1.0,0,1,1,1,0,0,1,1.0,0,0,0,1,0,0,0,1.0,1,0,1,0.0,0
6431,45,21970,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,1.0,0
6432,43,20925,69.0,0,1,0.0,0,0,1,0,0,0,0,0.0,0,1,0,1,0,1,0,0.0,0,0,0,0.0,1
6433,48,22945,40.0,0,0,0.0,1,1,1,0,0,0,1,1.0,0,0,0,0,1,0,1,0.0,0,0,1,0.0,1
6434,4,492,29.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0
6435,27,11424,88.0,0,0,0.0,0,0,0,1,1,0,0,1.0,0,0,1,0,1,0,1,0.0,1,0,0,0.0,0
6436,22,9258,48.0,0,0,0.0,0,0,0,0,1,0,0,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6437,4,480,53.0,0,0,0.0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0
6438,37,14798,41.0,0,0,1.0,1,0,0,0,0,0,1,0.0,0,0,0,1,0,0,0,1.0,1,0,0,0.0,0
6439,45,21589,48.0,1,1,0.0,0,0,0,0,1,1,1,1.0,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0
6440,45,21578,69.0,0,0,0.0,0,1,1,0,0,0,1,1.0,1,1,0,1,0,1,0,1.0,0,0,0,0.0,0
6441,45,21586,49.0,0,0,0.0,1,0,1,1,1,0,0,0.0,1,1,1,0,1,1,1,0.0,0,0,0,0.0,0
6442,45,21966,46.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
6443,4,1352,75.0,1,0,0.0,0,0,0,1,0,0,0,1.0,0,1,1,1,1,0,0,1.0,1,0,0,0.0,0
6444,43,20944,71.0,0,0,0.0,0,0,0,1,0,0,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6445,45,21963,36.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0
6446,33,12818,72.0,0,0,1.0,1,0,0,0,0,1,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6447,45,21591,46.0,0,1,1.0,1,0,0,0,1,1,1,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
6448,43,20903,70.0,0,0,0.0,0,0,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,1
6449,4,478,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6450,4,477,31.0,0,0,0.0,0,0,0,0,1,0,0,1.0,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
6451,45,21585,75.0,0,1,0.0,1,1,0,0,0,0,1,1.0,0,0,1,1,1,1,0,0.0,0,0,0,0.0,1
6452,48,22935,32.0,0,1,0.0,0,0,0,0,0,0,1,1.0,0,0,1,1,0,1,0,0.0,0,0,0,0.0,1
6453,43,20956,31.0,0,0,0.0,1,1,1,0,0,0,1,1.0,1,0,1,1,0,0,0,0.0,0,0,0,0.0,0
6454,43,20938,52.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
6455,4,169,94.0,0,1,0.0,1,1,0,1,1,0,1,1.0,1,1,1,1,1,0,0,0.0,1,0,0,0.0,1
6456,13,6720,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6457,45,21607,64.0,0,1,0.0,1,0,1,0,1,1,1,1.0,1,1,1,1,1,1,0,0.0,0,0,0,0.0,1
6458,45,21980,69.0,0,0,0.0,0,0,1,0,0,1,0,0.0,1,1,0,1,0,0,0,0.0,0,0,0,0.0,0
6459,3,1215,69.0,0,0,0.0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,1,0,0.0,0,0,0,0.0,0
6460,17,7653,50.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0.0,1,0,1,0.0,0
6461,46,21298,29.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
6462,46,21295,50.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,1
6463,17,7641,70.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6464,48,22951,49.0,0,0,0.0,1,0,1,0,0,1,1,1.0,1,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6465,3,1236,51.0,0,0,0.0,0,1,0,0,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6466,46,21300,30.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0
6467,12,7313,55.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0
6468,4,1379,69.0,0,0,0.0,0,0,0,1,1,0,0,0.0,0,1,0,1,1,0,0,0.0,0,0,0,0.0,0
6469,16,7572,30.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6470,41,20751,100.0,0,0,0.0,0,0,0,0,0,1,1,0.0,1,0,0,1,1,0,1,1.0,0,0,0,1.0,0
6471,46,21308,16.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,1
6472,17,7662,56.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6473,4,412,9.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6474,46,21292,68.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6475,17,7644,67.0,0,0,1.0,1,0,0,1,0,1,1,1.0,0,0,0,1,0,1,1,0.0,0,0,1,0.0,0
6476,27,10925,100.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6477,37,14830,57.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6478,37,14834,59.0,0,0,0.0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6479,3,1230,49.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0
6480,12,7326,68.0,0,0,0.0,1,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6481,3,1226,51.0,0,0,0.0,0,0,0,0,1,1,1,0.0,0,0,1,1,1,0,1,0.0,0,0,0,0.0,0
6482,3,1227,50.0,0,1,0.0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6483,46,21309,53.0,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6484,17,7658,70.0,0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6485,4,197,84.0,0,0,0.0,0,0,0,1,0,1,1,1.0,0,1,1,1,1,1,0,0.0,1,0,0,0.0,0
6486,46,21306,46.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,1
6487,17,7660,68.0,1,1,1.0,1,0,1,1,0,1,0,0.0,1,1,1,1,0,1,0,1.0,1,0,1,1.0,1
6488,10,16792,50.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6489,17,7668,59.0,0,0,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6490,43,20976,72.0,0,1,0.0,0,1,1,0,0,1,0,0.0,0,0,0,1,1,1,0,0.0,0,0,1,0.0,1
6491,38,14387,88.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6492,17,7664,67.0,0,0,0.0,1,0,0,1,0,0,1,1.0,0,0,0,0,1,0,0,1.0,1,0,1,0.0,0
6493,17,7661,74.0,0,0,1.0,0,1,0,1,0,0,1,0.0,0,0,0,1,0,0,0,0.0,0,0,1,0.0,0
6494,12,7331,84.0,1,1,1.0,1,0,0,1,0,0,1,1.0,1,0,0,1,0,0,0,1.0,1,0,0,0.0,1
6495,40,22711,98.0,0,1,1.0,0,1,1,1,1,1,1,1.0,1,1,1,1,0,1,1,1.0,1,0,1,0.0,1
6496,46,21313,75.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6497,3,1224,83.0,0,1,0.0,0,1,1,0,0,1,0,0.0,1,0,1,1,1,0,0,0.0,0,0,0,0.0,0
6498,11,3123,8.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6499,43,20975,78.0,0,0,0.0,0,0,1,0,0,1,1,1.0,0,1,0,1,0,0,0,0.0,0,0,0,0.0,0
6500,17,7670,70.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6501,10,16808,36.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,1,1,0,0.0,0,0,0,0.0,0
6502,19,8880,18.12,0,0,0.0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6503,12,7281,23.0,0,0,0.0,0,0,1,1,0,0,1,1.0,1,0,0,1,1,0,0,0.0,0,0,1,0.0,1
6504,16,7537,19.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6505,3,1186,50.0,0,0,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0
6506,12,7270,51.0,0,0,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6507,12,7287,58.0,1,0,0.0,1,0,0,0,0,0,0,1.0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0
6508,12,7288,45.0,0,0,0.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1
6509,20,8995,52.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0.0,0,0,0,0.0,0
6510,12,7303,49.0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6511,3,1204,51.0,0,0,0.0,0,1,0,0,0,1,1,1.0,1,0,1,0,0,0,0,0.0,1,0,0,0.0,0
6512,12,7285,72.0,0,1,0.0,0,0,1,1,0,0,0,0.0,1,0,1,0,1,0,0,0.0,0,0,0,0.0,1
6513,44,20532,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6514,44,20537,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1.0,0,0,0,0.0,0
6515,7,3832,6.0,0,0,0.0,0,0,0,0,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6516,44,20533,28.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0
6517,3,1193,49.0,0,1,0.0,1,1,1,0,1,0,1,1.0,1,1,1,0,1,0,0,0.0,0,0,0,0.0,0
6518,10,4533,46.0,0,0,1.0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,1,0,1.0,1,0,0,0.0,0
6519,4,1420,94.0,1,0,0.0,0,0,1,1,1,1,1,1.0,1,1,1,1,1,0,1,1.0,1,0,0,0.0,0
6520,4,1419,97.0,0,1,0.0,0,1,1,1,0,0,1,1.0,0,1,1,1,1,0,1,0.0,0,0,0,0.0,0
6521,4,465,36.0,0,1,0.0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,1,0,0.0,1,0,0,0.0,0
6522,7,3902,71.0,0,0,0.0,0,1,1,0,1,0,1,1.0,1,1,1,1,1,0,0,1.0,1,0,1,0.0,1
6523,6,3552,50.0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6524,44,20650,50.0,0,0,0.0,0,1,0,0,1,1,0,1.0,0,0,0,1,1,0,0,1.0,0,0,0,0.0,0
6525,44,20642,48.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0
6526,44,20655,26.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6527,44,20647,51.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6528,7,3895,69.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,1,1,1,1,0,0,0.0,1,0,0,0.0,0
6529,10,16823,74.0,0,1,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
6530,38,14461,35.0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0
6531,41,20072,53.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,0,0,0.0,0,0,0,0.0,0
6532,11,18882,12.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6533,44,20652,40.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1
6534,7,3928,51.0,0,0,0.0,0,0,1,0,0,0,0,1.0,1,0,1,0,1,0,0,0.0,1,0,0,0.0,0
6535,7,3932,49.0,0,1,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0,0.0,1,0,0,0.0,0
6536,7,3929,51.0,0,1,0.0,0,1,0,0,1,1,0,0.0,0,1,1,1,1,0,1,0.0,0,0,0,0.0,0
6537,40,22641,68.0,1,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0.0,1,0,0,0.0,0
6538,10,16838,75.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0
6539,44,20666,50.0,1,0,0.0,0,0,0,0,0,0,1,1.0,0,0,0,1,1,0,1,0.0,1,0,0,0.0,0
6540,7,3925,68.0,0,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1,1,1,0,1,0.0,1,0,1,0.0,1
6541,7,3924,75.0,1,0,0.0,0,0,0,0,1,0,1,1.0,0,1,1,1,1,0,0,0.0,1,0,0,0.0,0
6542,7,3915,67.0,1,0,0.0,0,0,0,0,1,0,0,1.0,1,1,1,0,1,0,0,0.0,1,0,0,0.0,0
6543,22,15345,69.0,0,1,,0,0,0,0,1,0,0,,1,1,0,1,1,0,0,,0,0,0,,0
6544,41,20069,66.0,0,1,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6545,10,4538,49.0,0,0,0.0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6546,10,4552,29.0,1,0,0.0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6547,10,16842,46.0,0,1,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0
6548,44,20672,29.0,0,0,0.0,1,0,0,0,1,1,0,0.0,0,0,1,0,0,1,0,0.0,0,0,0,0.0,0
6549,11,18877,27.0,1,0,0.0,1,1,0,0,1,0,0,1.0,0,0,0,1,1,0,0,0.0,0,0,0,0.0,0
6550,7,3938,61.0,1,0,0.0,0,0,1,0,1,0,0,1.0,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0
6551,10,4543,50.0,1,0,1.0,1,0,0,1,0,1,1,1.0,0,1,1,1,1,1,0,1.0,1,0,0,0.0,1
